block,supply,timestamp
8023033,318.80739236,2019-06-24T21:01:01
8021658,318.80739236,2019-06-24T15:56:53
8020283,318.80739236,2019-06-24T10:47:01
8018908,318.80739236,2019-06-24T05:46:12
8017533,318.80739236,2019-06-24T00:33:30
8016158,318.80739236,2019-06-23T19:28:07
8014783,318.80739236,2019-06-23T14:17:06
8013408,318.80739236,2019-06-23T09:09:57
8012033,318.80739236,2019-06-23T03:56:02
8010658,318.80739236,2019-06-22T22:50:09
8009283,318.80739236,2019-06-22T17:36:06
8007908,318.80739236,2019-06-22T12:38:18
8006533,318.80739236,2019-06-22T07:33:08
8005158,318.80739236,2019-06-22T02:27:04
8003783,318.80739236,2019-06-21T21:16:41
8002408,318.80739236,2019-06-21T16:01:50
8001033,318.80739236,2019-06-21T10:46:38
7999658,318.80739236,2019-06-21T05:39:59
7998283,318.80739236,2019-06-21T00:26:28
7996908,318.80739236,2019-06-20T19:18:56
7995533,318.80739236,2019-06-20T14:10:20
7994158,318.80739236,2019-06-20T09:05:02
7992783,318.80739236,2019-06-20T03:50:52
7991408,318.80739236,2019-06-19T22:32:37
7990033,318.80739236,2019-06-19T17:20:51
7988658,318.80739236,2019-06-19T12:12:54
7987283,318.80739236,2019-06-19T07:04:20
7985908,318.80739236,2019-06-19T01:54:11
7984533,318.80739236,2019-06-18T20:49:53
7983158,318.80739236,2019-06-18T15:45:50
7981783,318.80739236,2019-06-18T10:32:31
7980408,318.80739236,2019-06-18T05:21:40
7979033,318.80739236,2019-06-18T00:02:26
7977658,318.80739236,2019-06-17T18:59:06
7976283,318.80739236,2019-06-17T13:50:45
7974908,318.80739236,2019-06-17T08:38:02
7973533,318.80739236,2019-06-17T03:27:47
7972158,318.80739236,2019-06-16T22:12:12
7970783,258.80739236,2019-06-16T17:06:53
7969408,258.80739236,2019-06-16T12:03:48
7968033,258.80739236,2019-06-16T07:02:15
7966658,258.80739236,2019-06-16T01:41:32
7965283,258.80739236,2019-06-15T20:30:34
7963908,258.80739236,2019-06-15T15:19:26
7962533,258.80739236,2019-06-15T10:18:51
7961158,258.80739236,2019-06-15T04:57:07
7959783,258.80739236,2019-06-14T23:46:07
7958408,258.80739236,2019-06-14T18:40:59
